seed	Area
1920	11864.5
1921	12344.4
1922	12958
1923	11526.3
1924	12804.1
1925	12264.4
1926	11578.9
1927	11491.9
1928	12020.4
1929	12433.5
1930	12444.6
1931	12174.3
1932	12600.6
1933	12774.7
1934	11819.9
1935	12130.8
1936	11138.5
1937	12230
1938	11574.9
1939	11632.6
1940	11724.8
1941	12399.1
1942	11729.8
1943	12703.8
1944	10794.3
1945	12041.7
1946	10770
1947	11084.9
1948	12554
1949	11486.8
1950	12105.5
1951	11823
1952	11849.3
1953	11700.5
1954	12124.7
1955	12341.4
1956	10427.7
1957	12496.3
1958	10800.3
1959	12266.4
1960	12223.9
1961	10572.5
1962	11764.2
1963	12553
1964	11386.6
1965	11373.4
1966	10913.7
1967	11394.7
1968	12032.6
1969	11419
1970	12413.2
1971	11725.8
1972	12315
1973	11729.8
1974	11540.5
1975	11750.1
1976	12257.3
1977	12649.2
1978	11283.3
1979	12415.3
1980	12582.3
1981	13153.4
1982	12091.3
1983	11050.4
1984	12224.9
1985	12184.4
1986	11184.1
1987	11060.6
1988	11996.1
1989	12718
1990	11893.8
1991	11671.1
1992	12305.9
1993	11736.9
1994	10541.1
1995	10435.8
1996	12479.1
1997	12995.4
1998	12480.1
1999	11619.4
